locus_tag	ftype	length_bp	gene	EC_number	COG	product
EEFKBDCK_00819	CDS	1173	epsF_1		COG1459	Type II secretion system protein F
EEFKBDCK_00820	CDS	417	xcpT_2		COG2165	Type II secretion system protein G
EEFKBDCK_00821	CDS	1323				hypothetical protein
EEFKBDCK_00822	CDS	1320	sdaA_1	4.3.1.17	COG1760	L-serine dehydratase 1
EEFKBDCK_00823	CDS	954	cdhR_3		COG4977	HTH-type transcriptional regulator CdhR
EEFKBDCK_00824	CDS	990	tehA		COG1275	Tellurite resistance protein TehA
EEFKBDCK_00825	CDS	1416	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
EEFKBDCK_00826	CDS	774				hypothetical protein
EEFKBDCK_00827	CDS	579				hypothetical protein
EEFKBDCK_00828	CDS	1998				hypothetical protein
EEFKBDCK_00829	tRNA	91				tRNA-Ser(gga)
EEFKBDCK_00830	CDS	2589	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
EEFKBDCK_00831	CDS	1215				hypothetical protein
EEFKBDCK_00832	CDS	624		2.7.7.-	COG2184	Protein adenylyltransferase NmFic
EEFKBDCK_00833	CDS	339			COG2852	putative protein
EEFKBDCK_00834	CDS	3198				hypothetical protein
EEFKBDCK_00835	CDS	2562				hypothetical protein
EEFKBDCK_00836	CDS	1518	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
EEFKBDCK_00837	CDS	2871	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
EEFKBDCK_00838	CDS	378	gcvH		COG0509	Glycine cleavage system H protein
EEFKBDCK_00839	CDS	1092	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
EEFKBDCK_00840	CDS	2013	betS			Glycine betaine/proline betaine transporter BetS
EEFKBDCK_00841	CDS	1698	dauA		COG0659	C4-dicarboxylic acid transporter DauA
EEFKBDCK_00842	CDS	1506				hypothetical protein
EEFKBDCK_00843	CDS	2583	clpB		COG0542	Chaperone protein ClpB
EEFKBDCK_00844	CDS	1515				hypothetical protein
EEFKBDCK_00845	CDS	2265	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
EEFKBDCK_00846	CDS	585				hypothetical protein
EEFKBDCK_00847	CDS	1935				hypothetical protein
EEFKBDCK_00848	CDS	642				hypothetical protein
EEFKBDCK_00849	CDS	411				hypothetical protein
EEFKBDCK_00850	CDS	450				hypothetical protein
EEFKBDCK_00851	CDS	405				hypothetical protein
EEFKBDCK_00852	CDS	414				hypothetical protein
EEFKBDCK_00853	CDS	975	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
EEFKBDCK_00854	CDS	510	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
EEFKBDCK_00855	CDS	1587	farB			Fatty acid resistance protein FarB
EEFKBDCK_00856	CDS	1086	emrA			Colistin resistance protein EmrA
EEFKBDCK_00857	CDS	651	betI_1			HTH-type transcriptional regulator BetI
EEFKBDCK_00858	CDS	669	crp_2		COG0664	CRP-like cAMP-activated global transcriptional regulator
EEFKBDCK_00859	CDS	672	crp_3		COG0664	CRP-like cAMP-activated global transcriptional regulator
EEFKBDCK_00860	CDS	336				hypothetical protein
EEFKBDCK_00861	CDS	876				hypothetical protein
EEFKBDCK_00862	CDS	357	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
EEFKBDCK_00863	CDS	612	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
EEFKBDCK_00864	CDS	456	smpB		COG0691	SsrA-binding protein
EEFKBDCK_00865	CDS	987	ansA	3.5.1.1	COG0252	L-asparaginase 1
EEFKBDCK_00866	CDS	552	yciB		COG2917	putative intracellular septation protein A
EEFKBDCK_00867	CDS	300	yciI		COG2350	Protein YciI
EEFKBDCK_00868	CDS	312				hypothetical protein
EEFKBDCK_00869	CDS	783		5.2.1.8	COG0760	putative parvulin-type peptidyl-prolyl cis-trans isomerase
EEFKBDCK_00870	CDS	1392	sdaA_2	4.3.1.17	COG1760	L-serine dehydratase 1
EEFKBDCK_00871	CDS	1302	sdaC		COG0814	Serine transporter
EEFKBDCK_00872	CDS	627	dauR		COG2964	Transcriptional regulator DauR
EEFKBDCK_00873	CDS	717	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
EEFKBDCK_00874	CDS	771	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EEFKBDCK_00875	CDS	1110	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EEFKBDCK_00876	CDS	978	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
EEFKBDCK_00877	CDS	2979	rne	3.1.26.12		Ribonuclease E
EEFKBDCK_00878	CDS	957	rluC_1	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
EEFKBDCK_00879	CDS	657	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
EEFKBDCK_00880	CDS	357				hypothetical protein
EEFKBDCK_00881	CDS	933				hypothetical protein
EEFKBDCK_00882	CDS	807	motB_1		COG1360	Motility protein B
EEFKBDCK_00883	CDS	1689			COG0659	putative sulfate transporter
EEFKBDCK_00884	CDS	417				hypothetical protein
EEFKBDCK_00885	CDS	426				hypothetical protein
EEFKBDCK_00886	CDS	333	bigR_1		COG0640	Biofilm growth-associated repressor
EEFKBDCK_00887	CDS	867		3.-.-.-		putative metallo-hydrolase
EEFKBDCK_00888	CDS	936	yedI		COG2354	Inner membrane protein YedI
EEFKBDCK_00889	CDS	1179	zipA			Cell division protein ZipA
EEFKBDCK_00890	CDS	2400	ligA	6.5.1.2		DNA ligase
EEFKBDCK_00891	CDS	1107	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
EEFKBDCK_00892	CDS	2337	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
EEFKBDCK_00893	CDS	993	hldD_1	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
EEFKBDCK_00894	CDS	1089	desV	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
EEFKBDCK_00895	CDS	7773				hypothetical protein
EEFKBDCK_00896	CDS	1632	fliC		COG1344	B-type flagellin
EEFKBDCK_00897	CDS	384				hypothetical protein
EEFKBDCK_00898	CDS	2427				hypothetical protein
EEFKBDCK_00899	CDS	462				hypothetical protein
EEFKBDCK_00900	CDS	318				hypothetical protein
EEFKBDCK_00901	CDS	393				hypothetical protein
EEFKBDCK_00902	CDS	1056				hypothetical protein
EEFKBDCK_00903	CDS	330				hypothetical protein
EEFKBDCK_00904	CDS	1134	ybjJ			Inner membrane protein YbjJ
EEFKBDCK_00905	CDS	1359				hypothetical protein
EEFKBDCK_00906	CDS	879	cysM	2.5.1.47	COG0031	Cysteine synthase B
EEFKBDCK_00907	CDS	870		3.1.3.97	COG0613	3',5'-nucleoside bisphosphate phosphatase
EEFKBDCK_00908	CDS	624	yciO		COG0009	putative protein YciO
EEFKBDCK_00909	CDS	642				hypothetical protein
EEFKBDCK_00910	CDS	1203				hypothetical protein
EEFKBDCK_00911	CDS	345				hypothetical protein
EEFKBDCK_00912	CDS	291				hypothetical protein
EEFKBDCK_00913	CDS	750	speE_1	2.5.1.16		Polyamine aminopropyltransferase
EEFKBDCK_00914	CDS	228				hypothetical protein
EEFKBDCK_00915	CDS	474				hypothetical protein
EEFKBDCK_00916	CDS	696	fadB	5.3.3.8		Fatty acid oxidation complex subunit alpha
EEFKBDCK_00917	CDS	2502	btuB_2			Vitamin B12 transporter BtuB
EEFKBDCK_00918	CDS	654				hypothetical protein
EEFKBDCK_00919	CDS	738	tolQ_2			Tol-Pal system protein TolQ
EEFKBDCK_00920	CDS	435	exbD_2		COG0848	Biopolymer transport protein ExbD
EEFKBDCK_00921	CDS	420	exbD_3		COG0848	Biopolymer transport protein ExbD
EEFKBDCK_00922	CDS	1998	prlC_2	3.4.24.70	COG0339	Oligopeptidase A
EEFKBDCK_00923	CDS	1773	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
EEFKBDCK_00924	CDS	939	gsiC		COG0601	Glutathione transport system permease protein GsiC
EEFKBDCK_00925	CDS	1059				hypothetical protein
EEFKBDCK_00926	CDS	1734	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
EEFKBDCK_00927	CDS	888				hypothetical protein
EEFKBDCK_00928	CDS	1302				hypothetical protein
EEFKBDCK_00929	CDS	1044				hypothetical protein
EEFKBDCK_00930	CDS	2871				hypothetical protein
EEFKBDCK_00931	CDS	465				hypothetical protein
EEFKBDCK_00932	CDS	1149				hypothetical protein
EEFKBDCK_00933	CDS	1053	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
EEFKBDCK_00934	CDS	465				hypothetical protein
EEFKBDCK_00935	CDS	783	srlR		COG1349	Glucitol operon repressor
EEFKBDCK_00936	CDS	1284	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
EEFKBDCK_00937	CDS	1161	agaS	3.5.99.-	COG2222	D-galactosamine-6-phosphate deaminase AgaS
EEFKBDCK_00938	CDS	480	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
EEFKBDCK_00939	CDS	768	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
EEFKBDCK_00940	CDS	894	manZ		COG3716	PTS system mannose-specific EIID component
EEFKBDCK_00941	CDS	432	levD		COG2893	PTS system fructose-specific EIIA component
EEFKBDCK_00942	CDS	1152	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
EEFKBDCK_00943	CDS	981	srkA	2.7.11.1	COG2334	Stress response kinase A
EEFKBDCK_00944	CDS	216				hypothetical protein
EEFKBDCK_00945	CDS	1143			COG3317	putative protein
EEFKBDCK_00946	CDS	879	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
EEFKBDCK_00947	CDS	2730				hypothetical protein
EEFKBDCK_00948	CDS	624	argO		COG1279	Arginine exporter protein ArgO
EEFKBDCK_00949	CDS	672				hypothetical protein
EEFKBDCK_00950	CDS	678	tolQ_3		COG0811	Tol-Pal system protein TolQ
EEFKBDCK_00951	CDS	411	exbD_4		COG0848	Biopolymer transport protein ExbD
EEFKBDCK_00952	CDS	2199	bfrD		COG4774	putative TonB-dependent receptor BfrD
EEFKBDCK_00953	CDS	681		1.14.11.-	COG3128	PKHD-type hydroxylase
EEFKBDCK_00954	CDS	261				hypothetical protein
EEFKBDCK_00955	CDS	666				hypothetical protein
EEFKBDCK_00956	CDS	1806	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
EEFKBDCK_00957	CDS	468				hypothetical protein
EEFKBDCK_00958	CDS	2691	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
EEFKBDCK_00959	CDS	3789				hypothetical protein
EEFKBDCK_00960	CDS	804	nit1	3.5.1.128		Deaminated glutathione amidase
EEFKBDCK_00961	CDS	1440	tldD	3.4.-.-	COG0312	Metalloprotease TldD
EEFKBDCK_00962	CDS	384	menB	4.1.3.36		1,4-dihydroxy-2-naphthoyl-CoA synthase
EEFKBDCK_00963	CDS	660				hypothetical protein
EEFKBDCK_00964	CDS	681	yccA		COG0670	Modulator of FtsH protease YccA
EEFKBDCK_00965	CDS	2253	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
EEFKBDCK_00966	CDS	609	todT			Response regulator protein TodT
EEFKBDCK_00967	CDS	1245				putative sugar-binding periplasmic protein
EEFKBDCK_00968	CDS	903	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
EEFKBDCK_00969	CDS	852	araQ		COG0395	L-arabinose transport system permease protein AraQ
EEFKBDCK_00970	CDS	1092	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
EEFKBDCK_00971	CDS	336			COG2076	Multidrug transporter
EEFKBDCK_00972	CDS	597	recR		COG0353	Recombination protein RecR
EEFKBDCK_00973	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
EEFKBDCK_00974	CDS	1698	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
EEFKBDCK_00975	CDS	213				hypothetical protein
EEFKBDCK_00976	CDS	1449	dac	3.4.16.4		D-alanyl-D-alanine carboxypeptidase
EEFKBDCK_00977	CDS	1578	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
EEFKBDCK_00978	CDS	726				hypothetical protein
EEFKBDCK_00979	CDS	528				hypothetical protein
EEFKBDCK_00980	CDS	840	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
EEFKBDCK_00981	CDS	1527				hypothetical protein
EEFKBDCK_00982	CDS	732				hypothetical protein
EEFKBDCK_00983	CDS	741		1.-.-.-		putative oxidoreductase
EEFKBDCK_00984	CDS	294				hypothetical protein
EEFKBDCK_00985	CDS	549	ywrO	1.6.99.-	COG2249	General stress protein 14
EEFKBDCK_00986	CDS	954	dmlR_2			HTH-type transcriptional regulator DmlR
EEFKBDCK_00987	CDS	1188	recF_1			DNA replication and repair protein RecF
EEFKBDCK_00988	CDS	657				hypothetical protein
EEFKBDCK_00989	CDS	3687				hypothetical protein
EEFKBDCK_00990	CDS	627				hypothetical protein
EEFKBDCK_00991	CDS	1251				hypothetical protein
EEFKBDCK_00992	CDS	876				hypothetical protein
EEFKBDCK_00993	CDS	300				hypothetical protein
EEFKBDCK_00994	CDS	312				hypothetical protein
EEFKBDCK_00995	CDS	195				hypothetical protein
EEFKBDCK_00996	CDS	141				hypothetical protein
EEFKBDCK_00997	CDS	498				hypothetical protein
EEFKBDCK_00998	CDS	1089				IS3 family transposase ISCARN101
EEFKBDCK_00999	CDS	102				hypothetical protein
EEFKBDCK_01000	CDS	759				hypothetical protein
EEFKBDCK_01001	CDS	414				hypothetical protein
EEFKBDCK_01002	CDS	204				hypothetical protein
EEFKBDCK_01003	CDS	486				hypothetical protein
EEFKBDCK_01004	CDS	1545	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
EEFKBDCK_01005	CDS	645	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
EEFKBDCK_01006	CDS	816	murR			HTH-type transcriptional regulator MurR
EEFKBDCK_01007	CDS	1839	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
EEFKBDCK_01008	CDS	771	rhaS_2			HTH-type transcriptional activator RhaS
EEFKBDCK_01009	CDS	1710	sctC_3		COG1450	Type 3 secretion system secretin
EEFKBDCK_01010	CDS	1140	mxiC			Protein MxiC
EEFKBDCK_01011	CDS	1005	mxiA		COG4789	Protein MxiA
EEFKBDCK_01012	CDS	1089	invA		COG4789	Invasion protein InvA
EEFKBDCK_01013	CDS	408	spaK			Surface presentation of antigens protein SpaK
EEFKBDCK_01014	CDS	1290	spaL	7.1.2.2	COG1157	putative ATP synthase SpaL
EEFKBDCK_01015	CDS	414				hypothetical protein
EEFKBDCK_01016	CDS	864				hypothetical protein
EEFKBDCK_01017	CDS	888	spaO		COG1886	Surface presentation of antigens protein SpaO
EEFKBDCK_01018	CDS	660	spaP		COG4790	Surface presentation of antigens protein SpaP
EEFKBDCK_01019	CDS	261	spaQ		COG4794	Surface presentation of antigens protein SpaQ
EEFKBDCK_01020	CDS	765	spaR		COG4791	Surface presentation of antigens protein SpaR
EEFKBDCK_01021	CDS	1047	spaS		COG1377	Surface presentation of antigens protein SpaS
EEFKBDCK_01022	CDS	504	sicA		COG0457	Chaperone protein SicA
EEFKBDCK_01023	CDS	1746	sipB			Cell invasion protein SipB
EEFKBDCK_01024	CDS	1326	sipC			Cell invasion protein SipC
EEFKBDCK_01025	CDS	1074	ipaD			Invasin IpaD
EEFKBDCK_01026	CDS	1455				hypothetical protein
EEFKBDCK_01027	CDS	264	acpP_1		COG0236	Acyl carrier protein
EEFKBDCK_01028	CDS	672	rcsB		COG2197	Transcriptional regulatory protein RcsB
EEFKBDCK_01029	CDS	3444	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
EEFKBDCK_01030	CDS	447				hypothetical protein
EEFKBDCK_01031	CDS	627	orgB			Oxygen-regulated invasion protein OrgB
EEFKBDCK_01032	CDS	624	orgA			Oxygen-regulated invasion protein OrgA
EEFKBDCK_01033	CDS	723	prgK		COG4669	Lipoprotein PrgK
EEFKBDCK_01034	CDS	309				hypothetical protein
EEFKBDCK_01035	CDS	276	prgI			Protein PrgI
EEFKBDCK_01036	CDS	1191	prgH			Protein PrgH
EEFKBDCK_01037	CDS	477				hypothetical protein
EEFKBDCK_01038	CDS	837	hilA		COG0457	Transcriptional regulator HilA
EEFKBDCK_01039	CDS	342				hypothetical protein
EEFKBDCK_01040	CDS	492				hypothetical protein
EEFKBDCK_01041	CDS	255				hypothetical protein
EEFKBDCK_01042	CDS	450				hypothetical protein
EEFKBDCK_01043	CDS	150				hypothetical protein
EEFKBDCK_01044	CDS	1071	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
EEFKBDCK_01045	CDS	1479	rcsC_5	2.7.13.3		Sensor histidine kinase RcsC
EEFKBDCK_01046	CDS	1014	rafR			HTH-type transcriptional regulator RafR
EEFKBDCK_01047	CDS	1296	lamB_1		COG4580	Maltoporin
EEFKBDCK_01048	CDS	1617	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
EEFKBDCK_01049	CDS	1110	malK_2	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
EEFKBDCK_01050	CDS	1200	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
EEFKBDCK_01051	CDS	1527	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
EEFKBDCK_01052	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
EEFKBDCK_01053	CDS	792	fliY_2		COG0834	L-cystine-binding protein FliY
EEFKBDCK_01054	CDS	792	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
EEFKBDCK_01055	CDS	417	fliW		COG1699	Flagellar assembly factor FliW
EEFKBDCK_01056	CDS	969	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
EEFKBDCK_01057	CDS	1335	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
EEFKBDCK_01058	CDS	1266				hypothetical protein
EEFKBDCK_01059	CDS	1062				hypothetical protein
EEFKBDCK_01060	CDS	630	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
EEFKBDCK_01061	CDS	522				hypothetical protein
EEFKBDCK_01062	CDS	735	pyrP			Uracil permease
EEFKBDCK_01063	CDS	405				hypothetical protein
EEFKBDCK_01064	CDS	1059	spuE		COG0687	Spermidine-binding periplasmic protein SpuE
EEFKBDCK_01065	CDS	1686	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
EEFKBDCK_01066	CDS	378				hypothetical protein
EEFKBDCK_01067	CDS	1074	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
EEFKBDCK_01068	CDS	2187	priA	3.6.4.-	COG1198	Primosomal protein N'
EEFKBDCK_01069	CDS	801	glnP		COG0765	Glutamine transport system permease protein GlnP
EEFKBDCK_01070	CDS	747	artJ_1		COG0834	ABC transporter arginine-binding protein 1
EEFKBDCK_01071	CDS	828				hypothetical protein
EEFKBDCK_01072	CDS	1203	braC_1		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
EEFKBDCK_01073	CDS	675				hypothetical protein
EEFKBDCK_01074	CDS	1182	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
EEFKBDCK_01075	CDS	1065				hypothetical protein
EEFKBDCK_01076	CDS	468	bfr_1	1.16.3.1		Bacterioferritin
EEFKBDCK_01077	CDS	471	bfr_2	1.16.3.1	COG2193	Bacterioferritin
EEFKBDCK_01078	CDS	777	hisN	3.1.3.15	COG0483	Histidinol-phosphatase
EEFKBDCK_01079	CDS	198				hypothetical protein
EEFKBDCK_01080	CDS	1632				hypothetical protein
EEFKBDCK_01081	CDS	390	yjbI		COG2346	Group 2 truncated hemoglobin YjbI
EEFKBDCK_01082	CDS	1197	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
EEFKBDCK_01083	CDS	798				hypothetical protein
EEFKBDCK_01084	CDS	1065	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
EEFKBDCK_01085	CDS	963	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
EEFKBDCK_01086	rRNA	1530				16S ribosomal RNA
EEFKBDCK_01087	rRNA	1168				23S ribosomal RNA (partial)
EEFKBDCK_01088	rRNA	1769				23S ribosomal RNA (partial)
EEFKBDCK_01089	rRNA	109				5S ribosomal RNA
EEFKBDCK_01090	CDS	267				IS3 family transposase ISXcd1
EEFKBDCK_01091	CDS	522				IS3 family transposase ISXcd1
EEFKBDCK_01092	CDS	333				hypothetical protein
EEFKBDCK_01093	CDS	378				hypothetical protein
EEFKBDCK_01094	CDS	252				hypothetical protein
EEFKBDCK_01095	CDS	258				hypothetical protein
EEFKBDCK_01096	CDS	519	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
EEFKBDCK_01097	CDS	1470	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
EEFKBDCK_01098	CDS	549				hypothetical protein
EEFKBDCK_01099	CDS	1539	katB	1.11.1.6	COG0753	Catalase
EEFKBDCK_01100	CDS	171				hypothetical protein
EEFKBDCK_01101	CDS	891	cntI			Pseudopaline exporter CntI
EEFKBDCK_01102	CDS	744	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
EEFKBDCK_01103	CDS	672	pcm_1	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
EEFKBDCK_01104	CDS	1008	nlpD			Murein hydrolase activator NlpD
EEFKBDCK_01105	CDS	963	rpoS			RNA polymerase sigma factor RpoS
EEFKBDCK_01106	CDS	822	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
EEFKBDCK_01107	CDS	1206	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
EEFKBDCK_01108	CDS	525	msrA2	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 2
EEFKBDCK_01109	CDS	828	queF	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
EEFKBDCK_01110	CDS	588	lexA	3.4.21.88		LexA repressor
EEFKBDCK_01111	CDS	981	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
EEFKBDCK_01112	CDS	882				hypothetical protein
EEFKBDCK_01113	CDS	693	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
EEFKBDCK_01114	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
EEFKBDCK_01115	CDS	786	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
EEFKBDCK_01116	CDS	186	pflB_1	2.3.1.54		Formate acetyltransferase
EEFKBDCK_01117	CDS	2313	pflB_2	2.3.1.54	COG1882	Formate acetyltransferase 1
EEFKBDCK_01118	CDS	1590	prfC		COG4108	Peptide chain release factor 3
EEFKBDCK_01119	CDS	2892	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
EEFKBDCK_01120	CDS	1902	uup		COG0488	ABC transporter ATP-binding protein uup
EEFKBDCK_01121	CDS	1398	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
EEFKBDCK_01122	CDS	534				hypothetical protein
EEFKBDCK_01123	CDS	2571	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
EEFKBDCK_01124	CDS	750			COG3039	IS5 family transposase ISPa67
EEFKBDCK_01125	CDS	1275	serS	6.1.1.11	COG0172	Serine--tRNA ligase
EEFKBDCK_01126	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
EEFKBDCK_01127	CDS	609	lolA_1		COG2834	Outer-membrane lipoprotein carrier protein
EEFKBDCK_01128	CDS	693	ompA			Outer membrane protein A
EEFKBDCK_01129	CDS	2670	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
EEFKBDCK_01130	CDS	456				hypothetical protein
EEFKBDCK_01131	CDS	417				hypothetical protein
EEFKBDCK_01132	CDS	1083	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
EEFKBDCK_01133	CDS	1074	pheA			Bifunctional chorismate mutase/prephenate dehydratase
EEFKBDCK_01134	CDS	573		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
EEFKBDCK_01135	CDS	1101	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
EEFKBDCK_01136	CDS	210	bfd		COG2906	Bacterioferritin-associated ferredoxin
EEFKBDCK_01137	CDS	1131	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
EEFKBDCK_01138	CDS	348	yffB		COG1393	Protein YffB
EEFKBDCK_01139	CDS	1140	pilT_1		COG2805	Twitching mobility protein
EEFKBDCK_01140	CDS	1425	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
EEFKBDCK_01141	CDS	231	fadD_2	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
EEFKBDCK_01142	CDS	435	rimP		COG0779	Ribosome maturation factor RimP
EEFKBDCK_01143	CDS	1473	nusA		COG0195	Transcription termination/antitermination protein NusA
EEFKBDCK_01144	CDS	2814	infB			Translation initiation factor IF-2
EEFKBDCK_01145	CDS	411	rbfA			Ribosome-binding factor A
EEFKBDCK_01146	CDS	918	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
EEFKBDCK_01147	CDS	270	rpsO		COG0184	30S ribosomal protein S15
EEFKBDCK_01148	CDS	2148	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
EEFKBDCK_01149	CDS	366				hypothetical protein
EEFKBDCK_01150	CDS	240				hypothetical protein
EEFKBDCK_01151	CDS	444				hypothetical protein
EEFKBDCK_01152	CDS	414				hypothetical protein
EEFKBDCK_01153	CDS	465		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
EEFKBDCK_01154	CDS	456			COG0589	Universal stress protein
EEFKBDCK_01155	CDS	858				hypothetical protein
EEFKBDCK_01156	CDS	327				hypothetical protein
EEFKBDCK_01157	CDS	570	pyrE_1	2.4.2.10		Orotate phosphoribosyltransferase
EEFKBDCK_01158	CDS	1011	bioB	2.8.1.6	COG0502	Biotin synthase
EEFKBDCK_01159	CDS	1767	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
EEFKBDCK_01160	CDS	696				hypothetical protein
EEFKBDCK_01161	CDS	1017	rdgC		COG2974	Recombination-associated protein RdgC
EEFKBDCK_01162	CDS	987			COG1840	putative binding protein component of ABC iron transporter
EEFKBDCK_01163	CDS	1596				hypothetical protein
EEFKBDCK_01164	CDS	1038	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
EEFKBDCK_01165	CDS	795	ftsN_1			Cell division protein FtsN
EEFKBDCK_01166	CDS	426	ndk	2.7.4.6		Nucleoside diphosphate kinase
EEFKBDCK_01167	CDS	1158	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
EEFKBDCK_01168	CDS	738	lapB_1			Lipopolysaccharide assembly protein B
EEFKBDCK_01169	CDS	909	rodZ		COG1426	Cytoskeleton protein RodZ
EEFKBDCK_01170	CDS	1278	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
